1,10,6,4,[5, 5, 3, 4, 3, 3],[7, 7, 8, 1]
744,10,6,4,[6, 4, 5, 6, 6, 5],[3, 7, 7, 3]
745,10,5,5,[5, 5, 5, 4, 4],[6, 3, 6, 3, 2]
747,10,6,4,[7, 7, 8, 7, 8, 6],[9, 9, 3, 1]
748,10,6,4,[3, 4, 5, 5, 3, 3],[6, 2, 6, 2]
749,10,7,3,[4, 3, 5, 4, 5, 5, 3],[6, 2, 2]
750,10,6,4,[4, 5, 5, 4, 5, 3],[6, 2, 2, 7]
751,10,6,4,[5, 3, 4, 6, 6, 3],[2, 8, 7, 2]
752,10,5,5,[3, 3, 3, 3, 4],[7, 2, 6, 6, 6]
753,10,7,3,[6, 3, 6, 4, 7, 3, 7],[2, 1, 9]
754,10,6,4,[5, 5, 3, 5, 4, 3],[7, 1, 2, 6]
755,10,7,3,[7, 5, 6, 4, 5, 7, 6],[8, 3, 2]
756,10,7,3,[3, 3, 5, 5, 5, 3, 5],[6, 6, 1]
757,10,8,2,[5, 6, 5, 5, 5, 6, 6, 6],[2, 3]
758,10,9,1,[4, 5, 5, 4, 5, 3, 5, 4, 3],[2]
759,10,7,3,[5, 4, 2, 2, 3, 5, 5],[8, 1, 9]
760,10,7,3,[8, 6, 7, 8, 8, 7, 7],[4, 4, 9]
761,10,5,5,[3, 4, 4, 5, 3],[2, 6, 2, 7, 6]
762,10,7,3,[8, 7, 6, 7, 7, 6, 6],[9, 4, 9]
763,10,6,4,[5, 6, 5, 4, 4, 4],[3, 2, 8, 7]
764,10,4,6,[6, 5, 6, 6],[7, 4, 4, 7, 7, 4]
765,10,5,5,[5, 4, 3, 4, 5],[7, 1, 1, 1, 7]
766,10,4,6,[3, 5, 5, 3],[6, 2, 1, 2, 6, 6]
767,10,7,3,[6, 6, 4, 5, 6, 5, 6],[3, 3, 2]
768,10,4,6,[3, 2, 2, 3],[4, 4, 1, 4, 1, 1]
769,10,7,3,[3, 4, 3, 6, 4, 3, 3],[7, 7, 8]
771,10,6,4,[5, 6, 5, 6, 6, 5],[7, 3, 7, 4]
772,10,8,2,[6, 5, 7, 7, 7, 6, 5, 6],[3, 1]
773,10,4,6,[6, 5, 4, 5],[2, 7, 8, 7, 3, 3]
774,10,7,3,[4, 5, 4, 6, 6, 5, 5],[7, 3, 3]
775,10,6,4,[5, 6, 6, 4, 5, 6],[7, 3, 1, 7]
776,10,7,3,[3, 4, 5, 3, 3, 4, 5],[1, 6, 6]
777,10,7,3,[6, 5, 6, 6, 6, 4, 5],[1, 2, 2]
778,10,6,4,[2, 3, 3, 3, 2, 5],[7, 6, 6, 1]
779,10,5,5,[5, 3, 6, 3, 6],[2, 2, 7, 2, 7]
780,10,7,3,[4, 2, 2, 3, 5, 3, 4],[6, 1, 6]
781,10,7,3,[6, 6, 5, 6, 5, 4, 6],[3, 3, 7]
782,10,8,2,[4, 3, 5, 3, 3, 3, 5, 5],[6, 1]
783,10,7,3,[7, 6, 7, 6, 6, 7, 6],[5, 5, 9]
784,10,8,2,[6, 4, 6, 4, 6, 6, 6, 5],[3, 3]
785,10,6,4,[6, 4, 5, 6, 6, 4],[1, 8, 9, 2]
786,10,7,3,[6, 3, 5, 3, 6, 4, 6],[2, 7, 2]
787,10,8,2,[6, 6, 6, 6, 5, 6, 5, 6],[1, 3]
788,10,7,3,[5, 6, 6, 6, 4, 6, 5],[3, 3, 7]
789,10,7,3,[7, 7, 6, 7, 6, 7, 7],[4, 3, 4]
790,10,7,3,[5, 6, 7, 6, 7, 7, 6],[8, 4, 4]
791,10,7,3,[7, 6, 7, 8, 8, 5, 6],[4, 9, 3]
792,10,6,4,[5, 3, 3, 4, 5, 6],[2, 7, 1, 7]
793,10,6,4,[6, 6, 6, 5, 4, 6],[7, 3, 7, 2]
794,10,7,3,[5, 3, 3, 5, 4, 3, 5],[7, 2, 2]
795,10,6,4,[4, 4, 5, 3, 4, 5],[2, 6, 6, 1]
796,10,7,3,[3, 5, 5, 4, 3, 5, 4],[6, 1, 6]
797,10,6,4,[5, 5, 4, 5, 5, 4],[3, 3, 6, 3]
798,10,7,3,[6, 6, 7, 7, 6, 7, 7],[3, 8, 8]
800,10,7,3,[6, 5, 6, 5, 5, 5, 5],[7, 4, 8]
801,10,8,2,[7, 6, 7, 6, 7, 6, 7, 7],[9, 5]
802,10,7,3,[5, 6, 6, 6, 6, 6, 5],[7, 1, 3]
803,10,9,1,[4, 4, 6, 4, 5, 6, 6, 5, 6],[1]
804,10,7,3,[6, 7, 5, 6, 6, 6, 4],[2, 1, 8]
805,10,8,2,[4, 3, 3, 6, 6, 6, 4, 4],[9, 2]
806,10,7,3,[7, 7, 6, 7, 7, 7, 6],[4, 8, 1]
807,10,8,2,[6, 6, 4, 5, 4, 5, 6, 6],[7, 1]
808,10,4,6,[6, 6, 5, 4],[7, 3, 3, 7, 3, 8]
809,10,6,4,[7, 6, 8, 6, 8, 6],[5, 9, 5, 9]
810,10,6,4,[5, 5, 5, 4, 6, 4],[7, 7, 3, 3]
811,10,7,3,[6, 7, 5, 5, 6, 5, 5],[4, 8, 9]
812,10,6,4,[5, 4, 4, 5, 5, 5],[7, 3, 6, 3]
813,10,7,3,[3, 4, 2, 4, 3, 2, 4],[6, 5, 1]
814,10,7,3,[4, 5, 5, 4, 5, 5, 5],[3, 6, 3]
815,10,5,5,[4, 4, 5, 5, 3],[6, 6, 2, 1, 2]
816,10,6,4,[3, 3, 2, 3, 2, 4],[1, 5, 5, 5]
817,10,6,4,[4, 6, 6, 5, 6, 4],[2, 7, 3, 7]
818,10,9,1,[5, 8, 8, 8, 5, 8, 6, 5, 6],[1]
819,10,6,4,[5, 5, 4, 3, 2, 3],[6, 6, 1, 1]
820,10,9,1,[3, 5, 5, 3, 5, 3, 5, 5, 3],[1]
821,10,6,4,[6, 5, 5, 5, 5, 4],[7, 7, 3, 3]
822,10,3,7,[4, 4, 5],[6, 3, 3, 3, 3, 6, 6]
823,10,5,5,[3, 5, 5, 4, 3],[6, 6, 2, 6, 2]
824,10,7,3,[4, 5, 5, 5, 4, 5, 3],[1, 6, 6]
825,10,7,3,[5, 5, 3, 3, 3, 3, 5],[1, 1, 7]
826,10,7,3,[3, 5, 6, 6, 3, 6, 5],[7, 2, 2]
827,10,8,2,[7, 7, 7, 6, 7, 6, 6, 6],[3, 1]
829,10,5,5,[3, 4, 3, 3, 4],[1, 5, 1, 1, 6]
830,10,5,5,[5, 4, 4, 4, 4],[3, 3, 3, 6, 6]
831,10,7,3,[3, 5, 4, 4, 4, 5, 5],[2, 1, 6]
832,10,6,4,[6, 6, 6, 5, 4, 4],[3, 3, 3, 8]
833,10,8,2,[3, 6, 5, 4, 6, 6, 3, 5],[1, 7]
834,10,6,4,[5, 3, 3, 4, 3, 4],[6, 6, 6, 2]
835,10,4,6,[5, 3, 4, 4],[6, 2, 2, 6, 6, 6]
836,10,7,3,[5, 3, 3, 5, 3, 5, 4],[7, 2, 6]
837,10,7,3,[4, 4, 3, 3, 3, 2, 4],[9, 1, 1]
838,10,7,3,[4, 3, 3, 4, 4, 3, 5],[6, 2, 6]
840,10,8,2,[4, 6, 5, 6, 6, 4, 3, 4],[8, 1]
841,10,5,5,[3, 4, 4, 2, 4],[5, 1, 5, 1, 5]
842,10,7,3,[5, 4, 6, 5, 5, 3, 6],[2, 2, 7]
843,10,7,3,[7, 6, 7, 7, 6, 6, 6],[5, 5, 8]
844,10,7,3,[5, 6, 4, 4, 5, 3, 4],[7, 7, 1]
845,10,6,4,[6, 4, 6, 5, 5, 5],[2, 3, 7, 7]
846,10,7,3,[6, 5, 5, 5, 6, 6, 5],[3, 7, 7]
847,10,6,4,[5, 3, 3, 3, 4, 5],[6, 2, 6, 6]
848,10,6,4,[6, 4, 4, 6, 6, 4],[2, 7, 7, 3]
849,10,8,2,[6, 4, 5, 6, 6, 6, 7, 4],[3, 9]
850,10,8,2,[8, 6, 8, 6, 8, 6, 6, 7],[1, 3]
851,10,6,4,[8, 6, 8, 6, 6, 7],[1, 9, 3, 3]
852,10,7,3,[4, 4, 4, 6, 5, 5, 5],[9, 3, 3]
853,10,4,6,[5, 6, 6, 6],[7, 7, 7, 4, 3, 4]
854,10,6,4,[6, 6, 7, 5, 5, 7],[9, 1, 2, 2]
855,10,7,3,[5, 6, 6, 6, 5, 6, 4],[3, 7, 3]
856,10,6,4,[4, 4, 5, 3, 5, 3],[1, 6, 6, 6]
857,10,6,4,[5, 6, 7, 6, 5, 6],[4, 9, 8, 3]
858,10,4,6,[5, 5, 4, 5],[3, 2, 6, 6, 6, 3]
859,10,6,4,[7, 5, 5, 5, 6, 7],[2, 8, 1, 8]
860,10,6,4,[4, 6, 4, 3, 3, 4],[9, 1, 8, 9]
861,10,8,2,[5, 3, 3, 4, 5, 3, 5, 5],[9, 2]
862,10,6,4,[5, 7, 5, 8, 7, 7],[2, 9, 9, 2]
863,10,6,4,[5, 6, 4, 4, 6, 5],[8, 3, 3, 3]
864,10,8,2,[6, 5, 4, 3, 4, 3, 6, 5],[7, 1]
865,10,6,4,[4, 5, 5, 6, 6, 5],[7, 3, 3, 2]
866,10,7,3,[4, 5, 4, 7, 7, 4, 7],[8, 1, 9]
867,10,6,4,[6, 5, 6, 5, 6, 6],[3, 4, 7, 8]
868,10,9,1,[5, 8, 6, 8, 5, 8, 7, 6, 6],[1]
869,10,6,4,[3, 6, 7, 7, 6, 5],[8, 2, 1, 8]
871,10,5,5,[5, 4, 4, 3, 4],[2, 6, 6, 7, 2]
872,10,7,3,[5, 5, 6, 5, 6, 5, 6],[7, 3, 1]
874,10,6,4,[6, 5, 6, 5, 6, 6],[9, 3, 3, 2]
875,10,6,4,[7, 7, 6, 6, 6, 6],[9, 2, 9, 4]
876,10,6,4,[5, 4, 4, 4, 4, 5],[6, 3, 3, 3]
877,10,7,3,[5, 3, 4, 3, 5, 5, 5],[1, 2, 7]
878,10,9,1,[4, 6, 6, 3, 3, 4, 5, 4, 3],[9]
879,10,7,3,[6, 6, 3, 4, 3, 4, 3],[2, 7, 7]
881,10,7,3,[4, 6, 5, 6, 5, 6, 5],[2, 9, 3]
882,10,9,1,[5, 3, 6, 3, 6, 3, 3, 3, 5],[9]
883,10,7,3,[4, 5, 6, 5, 3, 3, 3],[7, 2, 7]
884,10,6,4,[7, 6, 5, 5, 5, 6],[9, 2, 3, 3]
885,10,6,4,[3, 5, 5, 4, 5, 5],[2, 1, 7, 7]
886,10,6,4,[3, 3, 4, 4, 3, 4],[2, 2, 5, 5]
887,10,7,3,[6, 5, 6, 6, 5, 6, 6],[2, 7, 3]
888,10,6,4,[6, 5, 6, 6, 6, 6],[3, 4, 4, 7]
889,10,7,3,[5, 5, 5, 5, 4, 5, 3],[7, 2, 1]
890,10,6,4,[4, 4, 5, 3, 5, 4],[6, 1, 2, 7]
891,10,6,4,[6, 7, 7, 7, 6, 5],[3, 8, 3, 3]
892,10,8,2,[5, 3, 6, 3, 6, 4, 6, 6],[1, 1]
893,10,6,4,[3, 6, 6, 3, 5, 4],[8, 1, 2, 7]
894,10,7,3,[3, 4, 5, 4, 4, 5, 6],[9, 7, 2]
895,10,6,4,[6, 4, 4, 7, 5, 6],[8, 1, 8, 1]
896,10,6,4,[6, 7, 6, 6, 6, 6],[1, 8, 3, 3]
897,10,8,2,[3, 3, 5, 3, 3, 5, 3, 4],[7, 7]
898,10,7,3,[6, 6, 6, 4, 4, 6, 5],[7, 2, 2]
899,10,5,5,[6, 6, 6, 4, 6],[3, 8, 7, 3, 2]
900,10,6,4,[4, 5, 3, 5, 4, 5],[2, 6, 2, 7]
901,10,9,1,[4, 5, 4, 6, 6, 5, 6, 6, 6],[2]
902,10,7,3,[6, 4, 3, 5, 4, 5, 6],[8, 2, 2]
903,10,8,2,[4, 3, 5, 4, 4, 3, 5, 3],[6, 2]
904,10,6,4,[4, 6, 5, 4, 2, 3],[7, 1, 1, 7]
905,10,8,2,[6, 2, 6, 5, 4, 3, 2, 4],[9, 1]
906,10,5,5,[3, 3, 4, 2, 3],[5, 1, 1, 5, 5]
907,10,8,2,[6, 6, 3, 4, 3, 6, 6, 6],[1, 1]
908,10,7,3,[4, 4, 4, 4, 5, 5, 4],[6, 7, 2]
909,10,7,3,[4, 6, 6, 5, 4, 6, 5],[2, 7, 3]
910,10,7,3,[7, 4, 4, 6, 5, 5, 7],[3, 9, 3]
911,10,7,3,[2, 1, 1, 1, 2, 1, 1],[5, 6, 5]
912,10,3,7,[5, 4, 3],[6, 6, 6, 6, 2, 1, 2]
913,10,6,4,[3, 3, 5, 7, 6, 4],[8, 2, 1, 9]
914,10,7,3,[5, 5, 4, 3, 5, 2, 3],[6, 1, 1]
915,10,8,2,[2, 3, 3, 5, 6, 3, 6, 2],[1, 9]
916,10,5,5,[6, 4, 5, 5, 4],[3, 7, 7, 3, 8]
918,10,7,3,[7, 7, 7, 4, 6, 6, 5],[1, 2, 8]
919,10,7,3,[3, 4, 3, 4, 4, 4, 3],[6, 1, 5]
920,10,6,4,[4, 5, 6, 6, 4, 5],[7, 3, 7, 1]
921,10,5,5,[4, 5, 5, 4, 5],[6, 6, 3, 6, 3]
922,10,8,2,[6, 5, 5, 6, 6, 6, 5, 6],[3, 7]
923,10,6,4,[3, 3, 5, 5, 5, 5],[6, 2, 7, 2]
924,10,4,6,[3, 5, 4, 3],[6, 2, 6, 6, 1, 2]
925,10,7,3,[7, 7, 4, 6, 7, 4, 5],[3, 9, 3]
926,10,8,2,[5, 5, 6, 6, 6, 6, 6, 3],[1, 2]
927,10,8,2,[4, 5, 6, 6, 5, 5, 6, 6],[2, 1]
928,10,8,2,[6, 6, 6, 6, 4, 6, 5, 5],[1, 3]
929,10,7,3,[5, 5, 5, 3, 3, 4, 3],[6, 6, 2]
930,10,6,4,[5, 5, 5, 5, 2, 4],[1, 9, 1, 1]
931,10,5,5,[5, 6, 4, 5, 4],[2, 3, 7, 7, 7]
932,10,6,4,[5, 6, 5, 6, 4, 5],[3, 7, 3, 2]
933,10,5,5,[6, 6, 5, 4, 6],[7, 2, 2, 1, 7]
934,10,5,5,[4, 4, 3, 3, 4],[6, 6, 2, 6, 6]
935,10,7,3,[3, 3, 6, 5, 3, 5, 6],[7, 7, 1]
936,10,6,4,[6, 5, 4, 6, 6, 3],[2, 2, 7, 2]
937,10,6,4,[6, 4, 4, 6, 5, 3],[2, 7, 2, 7]
938,10,6,4,[4, 4, 6, 5, 4, 5],[7, 7, 2, 3]
940,10,8,2,[6, 4, 6, 3, 4, 3, 3, 5],[2, 9]
941,10,7,3,[3, 4, 3, 3, 3, 4, 4],[5, 6, 2]
942,10,7,3,[3, 6, 6, 6, 6, 5, 6],[2, 1, 1]
943,10,6,4,[5, 6, 5, 5, 6, 6],[2, 3, 3, 7]
944,10,7,3,[3, 3, 5, 5, 4, 3, 4],[6, 2, 1]
945,10,7,3,[1, 1, 1, 1, 1, 1, 1],[5, 5, 5]
946,10,5,5,[4, 4, 4, 3, 3],[7, 6, 2, 2, 7]
947,10,7,3,[5, 3, 4, 4, 4, 3, 5],[7, 1, 6]
948,10,7,3,[6, 5, 6, 4, 6, 5, 6],[7, 1, 2]
949,10,8,2,[7, 5, 6, 7, 6, 6, 5, 7],[8, 3]
950,10,5,5,[5, 4, 5, 3, 4],[2, 2, 6, 2, 6]
951,10,5,5,[5, 5, 4, 5, 4],[6, 3, 2, 3, 6]
952,10,8,2,[2, 1, 1, 1, 1, 3, 4, 1],[5, 6]
953,10,8,2,[6, 5, 5, 5, 3, 5, 5, 3],[7, 1]
954,10,5,5,[3, 5, 5, 3, 3],[6, 1, 2, 7, 6]
955,10,6,4,[5, 7, 6, 6, 4, 6],[9, 9, 3, 2]
956,10,5,5,[6, 6, 6, 6, 6],[5, 7, 7, 7, 7]
957,10,6,4,[3, 5, 5, 5, 3, 3],[6, 2, 6, 1]
958,10,7,3,[6, 5, 6, 4, 5, 6, 5],[7, 7, 2]
959,10,6,4,[5, 3, 5, 5, 3, 4],[2, 6, 6, 1]
960,10,6,4,[6, 7, 7, 6, 6, 6],[4, 3, 4, 9]
961,10,5,5,[2, 2, 3, 4, 4],[1, 6, 5, 1, 5]
962,10,7,3,[6, 5, 3, 4, 6, 6, 3],[8, 2, 2]
963,10,7,3,[5, 5, 5, 5, 6, 3, 5],[1, 7, 2]
964,10,5,5,[4, 6, 6, 6, 6],[3, 7, 3, 8, 2]
965,10,6,4,[5, 3, 4, 5, 4, 4],[2, 2, 2, 6]
966,10,7,3,[3, 3, 3, 5, 3, 5, 5],[2, 6, 6]
967,10,5,5,[5, 4, 5, 5, 5],[2, 6, 6, 6, 3]
968,10,7,3,[5, 5, 4, 6, 3, 6, 6],[2, 2, 7]
969,10,7,3,[7, 5, 6, 6, 8, 8, 7],[3, 3, 9]
970,10,9,1,[2, 2, 2, 1, 1, 1, 1, 2, 1],[5]
971,10,6,4,[3, 6, 6, 3, 6, 5],[7, 7, 1, 2]
972,10,7,3,[4, 6, 5, 6, 3, 5, 5],[2, 7, 1]
973,10,6,4,[5, 3, 3, 5, 2, 4],[1, 6, 7, 1]
974,10,7,3,[5, 5, 3, 2, 3, 3, 5],[1, 6, 1]
975,10,6,4,[5, 3, 4, 4, 3, 5],[1, 1, 6, 7]
976,10,5,5,[3, 4, 4, 5, 5],[1, 1, 6, 6, 1]
977,10,5,5,[3, 3, 3, 3, 3],[6, 2, 6, 6, 2]
978,10,7,3,[3, 2, 3, 2, 3, 4, 3],[1, 6, 1]
979,10,8,2,[5, 5, 5, 2, 4, 2, 3, 3],[1, 7]
980,10,8,2,[4, 5, 6, 6, 3, 3, 5, 5],[1, 8]
981,10,5,5,[4, 3, 3, 2, 3],[5, 1, 1, 5, 5]
982,10,5,5,[4, 2, 4, 2, 3],[5, 1, 1, 5, 5]
983,10,6,4,[5, 4, 3, 3, 4, 4],[6, 6, 1, 2]
984,10,5,5,[3, 5, 2, 5, 3],[6, 1, 6, 1, 7]
985,10,5,5,[3, 2, 3, 2, 4],[1, 1, 1, 5, 6]
987,10,8,2,[3, 5, 4, 5, 3, 5, 3, 5],[9, 2]
989,10,7,3,[7, 5, 7, 5, 7, 6, 7],[8, 8, 3]
991,10,7,3,[5, 4, 5, 3, 5, 3, 5],[2, 6, 2]
992,10,8,2,[3, 4, 5, 6, 5, 5, 3, 5],[2, 8]
993,10,7,3,[3, 4, 6, 6, 3, 4, 6],[7, 1, 2]
994,10,7,3,[6, 6, 4, 6, 4, 6, 3],[8, 1, 2]
995,10,7,3,[3, 2, 5, 5, 3, 5, 3],[1, 1, 7]
996,10,8,2,[7, 7, 7, 6, 4, 6, 5, 7],[2, 3]
997,10,7,3,[5, 4, 4, 4, 4, 4, 5],[2, 6, 6]
998,10,8,2,[4, 5, 6, 6, 6, 6, 5, 5],[3, 3]
1000,10,8,2,[5, 6, 6, 6, 6, 6, 5, 5],[7, 4]
1001,10,8,2,[6, 3, 5, 3, 5, 5, 6, 3],[1, 7]
1002,10,6,4,[5, 5, 4, 5, 4, 3],[1, 1, 6, 6]
1003,10,8,2,[6, 4, 5, 6, 6, 4, 6, 4],[7, 1]
1004,10,8,2,[3, 5, 3, 5, 5, 5, 3, 3],[1, 7]
1005,10,7,3,[6, 4, 4, 6, 5, 5, 3],[7, 2, 1]
1006,10,7,3,[5, 5, 6, 6, 6, 6, 6],[2, 7, 1]
1007,10,5,5,[4, 3, 4, 3, 3],[2, 5, 2, 5, 5]
1008,10,8,2,[3, 3, 5, 5, 5, 3, 3, 4],[2, 6]
1009,10,8,2,[6, 6, 4, 6, 6, 6, 4, 6],[2, 3]
1010,10,7,3,[6, 6, 4, 6, 6, 6, 6],[7, 3, 3]
1011,10,4,6,[4, 4, 4, 5],[3, 6, 6, 3, 6, 3]
1012,10,6,4,[3, 3, 5, 5, 5, 3],[9, 1, 1, 7]
1013,10,5,5,[3, 6, 5, 5, 5],[2, 7, 2, 7, 1]
1014,10,6,4,[4, 6, 6, 6, 4, 6],[3, 3, 7, 7]
1015,10,9,1,[6, 6, 7, 6, 6, 6, 4, 6, 6],[1]
1016,10,5,5,[4, 4, 5, 4, 4],[6, 2, 6, 6, 3]
1017,10,8,2,[6, 6, 3, 6, 6, 4, 5, 6],[1, 2]
1018,10,6,4,[3, 2, 5, 2, 3, 3],[1, 6, 1, 9]
1019,10,7,3,[4, 4, 5, 4, 5, 5, 5],[6, 6, 3]
1020,10,6,4,[4, 5, 3, 4, 5, 5],[2, 1, 6, 6]
1021,10,5,5,[4, 4, 5, 4, 4],[3, 6, 6, 6, 6]
1022,10,4,6,[6, 6, 5, 4],[3, 3, 3, 3, 8, 7]
1023,10,6,4,[3, 3, 2, 2, 5, 2],[6, 6, 1, 8]
1024,10,6,4,[4, 4, 4, 5, 4, 3],[6, 2, 2, 7]
1025,10,8,2,[4, 3, 3, 6, 6, 6, 6, 4],[7, 1]
1026,10,7,3,[7, 7, 7, 6, 6, 5, 6],[3, 2, 2]
1027,10,8,2,[4, 3, 5, 5, 4, 5, 5, 5],[1, 7]
1028,10,6,4,[5, 5, 5, 4, 5, 5],[3, 9, 2, 7]
1029,10,4,6,[5, 5, 4, 4],[6, 3, 3, 7, 3, 6]
1030,10,7,3,[6, 7, 6, 5, 7, 7, 8],[3, 9, 9]
1031,10,6,4,[5, 4, 4, 5, 4, 5],[6, 1, 6, 2]
1033,10,7,3,[5, 5, 3, 5, 4, 5, 5],[1, 1, 6]
1034,10,7,3,[5, 5, 5, 5, 5, 5, 3],[2, 2, 1]
1035,10,4,6,[4, 4, 5, 4],[6, 2, 6, 1, 1, 6]
1036,10,9,1,[6, 4, 6, 5, 5, 6, 5, 4, 6],[1]
1037,10,8,2,[4, 6, 5, 6, 4, 3, 6, 4],[1, 7]
1038,10,6,4,[6, 5, 6, 6, 6, 4],[1, 7, 3, 7]
1039,10,8,2,[5, 5, 5, 5, 3, 3, 3, 5],[1, 6]
1040,10,5,5,[3, 4, 5, 4, 3],[7, 2, 2, 6, 6]
1041,10,7,3,[4, 3, 4, 5, 2, 2, 3],[1, 7, 6]
1042,10,8,2,[5, 6, 5, 6, 6, 6, 6, 4],[3, 3]
1043,10,5,5,[4, 3, 4, 3, 4],[2, 2, 1, 5, 5]
1044,10,6,4,[5, 5, 5, 3, 4, 3],[7, 2, 2, 6]
1045,10,8,2,[6, 6, 6, 6, 4, 3, 5, 6],[2, 1]
1046,10,4,6,[5, 5, 4, 5],[2, 6, 6, 3, 3, 6]
1047,10,7,3,[3, 4, 4, 4, 5, 5, 3],[1, 7, 1]
1048,10,6,4,[5, 6, 6, 6, 6, 6],[4, 4, 7, 4]
1049,10,6,4,[3, 5, 2, 3, 5, 3],[1, 6, 6, 1]
1050,10,4,6,[5, 4, 5, 5],[3, 6, 3, 6, 6, 3]
1051,10,6,4,[4, 3, 4, 4, 5, 3],[1, 7, 6, 2]
1052,10,6,4,[6, 6, 6, 6, 4, 3],[2, 7, 7, 1]
1053,10,5,5,[6, 7, 5, 6, 6],[2, 8, 8, 2, 8]
1054,10,6,4,[5, 6, 4, 6, 6, 4],[3, 3, 2, 7]
1055,10,8,2,[6, 5, 5, 5, 5, 5, 6, 5],[8, 3]
1057,10,5,5,[3, 4, 4, 4, 3],[1, 6, 7, 1, 6]
1058,10,6,4,[6, 5, 6, 6, 5, 6],[4, 7, 4, 7]
1059,10,6,4,[3, 6, 3, 6, 4, 4],[7, 7, 7, 1]
1060,10,6,4,[5, 4, 5, 3, 6, 5],[2, 8, 1, 9]
1061,10,7,3,[5, 6, 4, 5, 6, 6, 5],[1, 7, 7]
1062,10,6,4,[6, 5, 5, 6, 6, 5],[3, 7, 3, 7]
1064,10,6,4,[5, 5, 4, 4, 5, 5],[3, 6, 3, 3]
1065,10,8,2,[3, 4, 4, 3, 3, 6, 3, 6],[7, 9]
1066,10,5,5,[5, 4, 5, 5, 5],[3, 6, 3, 6, 3]
1067,10,6,4,[7, 7, 7, 8, 6, 7],[4, 4, 9, 9]
1068,10,6,4,[6, 6, 3, 3, 6, 5],[7, 1, 2, 2]
1069,10,8,2,[5, 6, 6, 7, 7, 7, 7, 6],[2, 1]
1070,10,6,4,[5, 5, 6, 5, 5, 5],[7, 2, 3, 7]
1071,10,6,4,[6, 5, 6, 6, 6, 5],[3, 7, 3, 7]
1072,10,7,3,[5, 4, 3, 3, 3, 5, 5],[6, 1, 6]
1073,10,7,3,[5, 4, 5, 5, 4, 4, 5],[1, 2, 1]
1074,10,9,1,[6, 6, 7, 6, 7, 7, 7, 7, 6],[9]
1075,10,8,2,[7, 7, 6, 8, 7, 8, 6, 6],[5, 9]
1076,10,5,5,[5, 4, 5, 5, 3],[7, 1, 2, 7, 7]
1078,10,5,5,[4, 5, 5, 5, 4],[1, 7, 1, 1, 6]
1079,10,6,4,[5, 4, 4, 5, 4, 5],[2, 6, 6, 1]
1080,10,5,5,[6, 6, 6, 6, 5],[3, 7, 2, 3, 7]
1081,10,5,5,[3, 5, 5, 5, 3],[2, 6, 7, 2, 1]
1082,10,6,4,[6, 3, 4, 3, 5, 3],[8, 7, 7, 2]
1083,10,5,5,[4, 3, 2, 3, 5],[6, 6, 1, 1, 6]
1084,10,7,3,[6, 5, 3, 5, 3, 5, 6],[2, 9, 1]
1085,10,6,4,[5, 4, 5, 3, 3, 5],[6, 2, 2, 6]
1086,10,8,2,[5, 3, 5, 3, 3, 3, 3, 2],[1, 7]
1087,10,6,4,[5, 5, 5, 4, 5, 5],[2, 3, 3, 6]
1088,10,5,5,[4, 2, 2, 4, 2],[1, 1, 5, 5, 5]
1089,10,5,5,[3, 4, 3, 3, 4],[6, 6, 2, 7, 2]
1090,10,6,4,[3, 3, 5, 4, 4, 3],[6, 2, 6, 6]
1091,10,8,2,[8, 8, 7, 8, 7, 6, 8, 6],[9, 3]
1094,10,4,6,[3, 3, 3, 4],[6, 6, 6, 2, 6, 1]
1095,10,7,3,[5, 7, 6, 6, 7, 7, 4],[8, 1, 3]
1097,10,7,3,[4, 3, 5, 5, 4, 3, 3],[7, 2, 1]
1098,10,6,4,[3, 5, 5, 5, 5, 3],[1, 2, 7, 7]
1099,10,5,5,[6, 4, 5, 7, 6],[3, 8, 8, 3, 8]
1100,10,6,4,[3, 6, 3, 5, 4, 5],[1, 9, 7, 2]
1101,10,6,4,[7, 6, 5, 6, 7, 6],[4, 9, 4, 3]
1102,10,7,3,[3, 4, 5, 5, 5, 3, 5],[1, 1, 8]
1103,10,7,3,[6, 6, 6, 5, 6, 7, 5],[9, 4, 4]
1104,10,6,4,[4, 5, 6, 6, 3, 3],[7, 7, 2, 2]
1105,10,7,3,[6, 6, 5, 5, 6, 6, 6],[7, 1, 1]
1106,10,6,4,[3, 5, 3, 5, 5, 5],[1, 6, 6, 2]
1108,10,7,3,[5, 6, 5, 6, 4, 6, 5],[3, 3, 7]
1109,10,6,4,[4, 3, 4, 5, 4, 2],[1, 6, 6, 1]
1110,10,7,3,[5, 5, 5, 5, 6, 6, 6],[3, 7, 8]
1111,10,5,5,[5, 7, 7, 6, 7],[2, 8, 1, 8, 1]
1112,10,7,3,[5, 3, 3, 4, 5, 3, 4],[2, 6, 6]
1113,10,6,4,[5, 5, 5, 5, 3, 5],[6, 2, 6, 2]
1114,10,7,3,[5, 3, 3, 3, 4, 5, 5],[6, 6, 1]
1115,10,6,4,[5, 4, 4, 4, 5, 5],[6, 6, 6, 3]
1116,10,3,7,[4, 4, 5],[6, 6, 3, 2, 3, 6, 6]
1118,10,9,1,[7, 7, 7, 7, 7, 5, 4, 7, 7],[1]
1119,10,6,4,[6, 6, 3, 4, 6, 3],[2, 8, 2, 7]
1120,10,6,4,[6, 4, 6, 4, 5, 6],[7, 3, 3, 2]
1121,10,4,6,[4, 5, 4, 4],[3, 6, 3, 6, 6, 3]
